pair,contact_times
device6<->device4,11
device49<->device47,11
device3<->device7,11
device17<->device21,11
device44<->device37,11
device42<->device46,11
device48<->device40,11
device28<->device24,11
device24<->device18,11
device8<->device12,11
device45<->device40,11
device40<->device44,11
device14<->device12,11
device7<->device14,11
device37<->device43,11
device15<->device9,11
device49<->device37,11
device11<->device16,11
device49<->device35,11
device41<->device43,11
device26<->device21,11
device37<->device35,11
device27<->device28,11
device36<->device47,11
device36<->device41,11
device19<->device20,11
device32<->device28,11
device28<->device31,11
device43<->device39,11
device4<->device11,11
device2<->device15,11
device39<->device48,11
device18<->device29,11
device8<->device4,11
device22<->device26,11
device18<->device22,11
device1<->device14,11
device7<->device3,11
device25<->device22,11
device41<->device34,11
device30<->device21,11
device48<->device43,11
device42<->device39,11
device23<->device33,10
device41<->device46,10
device12<->device13,10
device42<->device45,10
device9<->device13,10
device15<->device7,10
device13<->device4,10
device49<->device43,10
device18<->device19,10
device40<->device42,10
device16<->device3,10
device42<->device41,10
device10<->device6,10
device20<->device25,10
device26<->device33,10
device48<->device42,10
device38<->device40,10
device15<->device0,10
device5<->device7,10
device41<->device36,10
device28<->device17,10
device38<->device34,10
device23<->device17,10
device24<->device23,10
device12<->device0,10
device29<->device32,10
device47<->device45,10
device0<->device12,10
device37<->device39,10
device25<->device31,10
device1<->device6,10
device43<->device41,10
device27<->device23,10
device46<->device39,10
device16<->device2,10
device21<->device17,10
device39<->device38,10
device48<->device46,10
device16<->device12,10
device34<->device45,10
device11<->device2,10
device4<->device8,10
device41<->device40,10
device16<->device4,10
device7<->device6,10
device46<->device49,10
device39<->device41,10
device22<->device17,10
device33<->device18,10
device30<->device22,10
device5<->device14,10
device44<->device40,10
device21<->device27,10
device25<->device33,10
device35<->device46,10
device32<->device31,10
device33<->device25,10
device34<->device41,10
device48<->device47,10
device42<->device43,10
device28<->device30,10
device37<->device49,10
device29<->device17,10
device43<->device49,10
device42<->device37,10
device33<->device32,10
device34<->device47,10
device28<->device26,10
device7<->device10,10
device18<->device21,10
device28<->device33,10
device33<->device27,10
device25<->device17,10
device0<->device16,10
device9<->device2,10
device24<->device32,10
device47<->device38,10
device39<->device42,10
device20<->device24,10
device6<->device1,10
device10<->device11,10
device13<->device6,10
device27<->device32,10
device0<->device6,10
device41<->device35,10
device3<->device12,10
device31<->device20,10
device15<->device6,10
device40<->device36,10
device46<->device42,10
device5<->device10,10
device9<->device0,10
device47<->device44,10
device47<->device37,9
device32<->device25,9
device28<->device32,9
device44<->device42,9
device13<->device2,9
device39<->device36,9
device38<->device48,9
device11<->device0,9
device44<->device38,9
device36<->device35,9
device25<->device29,9
device26<->device23,9
device13<->device12,9
device18<->device25,9
device34<->device42,9
device49<->device38,9
device12<->device8,9
device9<->device8,9
device7<->device0,9
device4<->device15,9
device8<->device2,9
device36<->device37,9
device17<->device25,9
device47<->device46,9
device9<->device14,9
device37<->device34,9
device22<->device25,9
device24<->device29,9
device29<->device21,9
device43<->device42,9
device40<->device49,9
device31<->device29,9
device45<->device38,9
device38<->device49,9
device35<->device43,9
device35<->device38,9
device7<->device11,9
device43<->device46,9
device48<->device49,9
device23<->device29,9
device25<->device21,9
device26<->device29,9
device22<->device32,9
device34<->device40,9
device47<->device39,9
device45<->device44,9
device25<->device18,9
device6<->device9,9
device10<->device15,9
device40<->device39,9
device20<->device22,9
device17<->device26,9
device32<->device21,9
device22<->device33,9
device13<->device5,9
device36<->device45,9
device10<->device4,9
device38<->device37,9
device39<->device44,9
device48<->device37,9
device49<->device36,9
device6<->device10,9
device37<->device38,9
device22<->device31,9
device45<->device48,9
device10<->device14,9
device3<->device6,9
device21<->device24,9
device13<->device3,9
device48<->device41,9
device45<->device35,9
device29<->device28,9
device34<->device35,9
device27<->device25,9
device15<->device8,9
device40<->device48,9
device34<->device48,9
device31<->device25,9
device32<->device23,9
device19<->device33,9
device33<->device28,9
device42<->device49,9
device21<->device30,9
device14<->device1,9
device12<->device2,9
device38<->device36,9
device29<->device19,9
device17<->device27,9
device13<->device14,9
device15<->device1,9
device0<->device10,9
device31<->device18,9
device12<->device11,9
device23<->device28,9
device38<->device41,9
device30<->device26,9
device11<->device13,8
device4<->device0,8
device24<->device22,8
device32<->device27,8
device41<->device49,8
device34<->device44,8
device30<->device23,8
device14<->device10,8
device41<->device48,8
device24<->device28,8
device0<->device1,8
device19<->device21,8
device21<->device23,8
device48<->device34,8
device30<->device17,8
device20<->device31,8
device46<->device35,8
device6<->device15,8
device25<->device27,8
device5<->device3,8
device26<->device31,8
device7<->device1,8
device22<->device24,8
device21<->device25,8
device49<->device48,8
device18<->device30,8
device22<->device30,8
device36<->device49,8
device16<->device11,8
device2<->device3,8
device20<->device27,8
device46<->device40,8
device44<->device45,8
device31<->device27,8
device2<->device16,8
device29<->device23,8
device22<->device23,8
device45<->device42,8
device1<->device15,8
device42<->device38,8
device12<->device10,8
device13<->device11,8
device4<->device2,8
device26<->device25,8
device3<->device16,8
device15<->device3,8
device31<->device17,8
device0<->device7,8
device39<->device45,8
device44<->device41,8
device39<->device49,8
device5<->device8,8
device35<->device40,8
device6<->device13,8
device30<->device29,8
device18<->device20,8
device24<->device27,8
device42<->device40,8
device44<->device49,8
device10<->device12,8
device35<->device41,8
device32<->device30,8
device13<->device9,8
device15<->device16,8
device27<->device33,8
device8<->device15,8
device30<->device24,8
device26<->device20,8
device19<->device23,8
device14<->device0,8
device4<->device5,8
device36<->device40,8
device26<->device17,8
device17<->device20,8
device17<->device30,8
device41<->device47,8
device41<->device45,8
device44<->device39,8
device34<->device37,8
device36<->device44,8
device47<->device36,8
device21<->device26,8
device19<->device30,8
device28<->device18,8
device39<->device47,8
device46<->device38,8
device39<->device34,8
device5<->device0,8
device0<->device2,8
device18<->device31,8
device38<->device39,8
device47<->device34,8
device14<->device6,7
device32<->device20,7
device40<->device35,7
device27<->device19,7
device12<->device7,7
device45<->device41,7
device15<->device12,7
device27<->device17,7
device8<->device13,7
device11<->device15,7
device33<->device24,7
device25<->device24,7
device35<->device49,7
device11<->device5,7
device33<->device26,7
device35<->device34,7
device14<->device7,7
device31<->device19,7
device41<->device37,7
device27<->device22,7
device2<->device0,7
device13<->device8,7
device13<->device7,7
device47<->device41,7
device49<->device34,7
device17<->device32,7
device16<->device8,7
device46<->device37,7
device11<->device3,7
device9<->device4,7
device9<->device16,7
device14<->device3,7
device30<->device32,7
device29<->device33,7
device32<->device18,7
device31<->device23,7
device11<->device6,7
device20<->device33,7
device12<->device5,7
device19<->device18,7
device49<->device40,7
device37<->device44,7
device23<->device19,7
device19<->device28,7
device12<->device3,7
device11<->device1,7
device5<->device6,7
device36<->device48,7
device6<->device12,7
device26<->device18,7
device15<->device2,7
device40<->device46,7
device12<->device14,7
device44<->device43,7
device49<->device42,7
device2<->device13,7
device15<->device10,7
device19<->device31,7
device39<->device43,7
device21<->device29,7
device3<->device5,7
device18<->device24,7
device5<->device13,7
device40<->device34,7
device17<->device18,7
device30<->device20,7
device19<->device27,7
device6<->device2,7
device12<->device4,7
device34<->device39,7
device32<->device26,7
device29<->device22,7
device40<->device37,7
device37<->device40,7
device4<->device9,7
device18<->device23,7
device16<->device0,7
device17<->device29,7
device49<->device45,7
device18<->device32,7
device0<->device3,7
device30<->device18,7
device43<->device45,7
device6<->device11,7
device0<->device13,7
device3<->device0,7
device11<->device9,7
device42<->device36,7
device12<->device1,7
device18<->device26,7
device36<->device46,7
device8<->device14,7
device47<->device49,7
device22<->device19,7
device2<->device4,7
device17<->device23,7
device6<->device3,7
device23<->device30,6
device18<->device28,6
device4<->device12,6
device10<->device0,6
device8<->device1,6
device46<->device47,6
device38<->device35,6
device41<->device44,6
device15<->device11,6
device37<->device45,6
device33<->device20,6
device17<->device31,6
device20<->device23,6
device30<->device27,6
device7<->device15,6
device21<->device18,6
device41<->device39,6
device13<->device15,6
device18<->device17,6
device9<->device7,6
device11<->device14,6
device0<->device9,6
device1<->device8,6
device9<->device3,6
device2<->device14,6
device47<->device40,6
device19<->device32,6
device28<->device22,6
device45<->device34,6
device3<->device13,6
device0<->device14,6
device1<->device5,6
device35<->device39,6
device28<->device20,6
device39<->device46,6
device44<->device46,6
device24<->device31,6
device21<->device33,6
device26<->device32,6
device7<->device4,6
device33<->device23,6
device7<->device8,6
device24<->device17,6
device3<->device2,6
device24<->device25,6
device4<->device14,6
device14<->device2,6
device1<->device13,6
device36<->device43,6
device1<->device9,6
device20<->device19,6
device1<->device11,6
device10<->device13,6
device23<->device20,6
device4<->device7,6
device2<->device6,6
device1<->device10,6
device14<->device11,6
device29<->device30,6
device27<->device31,6
device14<->device8,6
device19<->device29,6
device3<->device4,6
device25<->device32,6
device42<->device35,6
device17<->device24,6
device6<->device16,6
device17<->device33,6
device19<->device17,6
device5<->device2,6
device35<->device45,6
device43<->device40,6
device25<->device30,6
device2<->device11,6
device45<->device47,6
device29<->device18,6
device44<->device47,6
device26<->device22,5
device7<->device12,5
device5<->device9,5
device10<->device9,5
device23<->device27,5
device23<->device32,5
device12<->device15,5
device2<->device10,5
device16<->device13,5
device34<->device36,5
device10<->device8,5
device33<->device29,5
device44<->device34,5
device0<->device5,5
device32<->device17,5
device31<->device26,5
device34<->device38,5
device7<->device2,5
device1<->device4,5
device24<->device26,5
device2<->device12,5
device32<->device22,5
device3<->device9,5
device15<->device5,5
device43<->device44,5
device27<->device18,5
device48<->device36,5
device20<->device32,5
device4<->device1,5
device25<->device23,5
device5<->device1,5
device31<->device30,5
device6<->device5,5
device12<->device9,5
device15<->device13,5
device23<->device22,5
device32<->device24,5
device10<->device1,5
device5<->device4,5
device35<->device36,5
device31<->device28,5
device16<->device14,5
device5<->device16,5
device25<->device26,5
device25<->device19,5
device33<->device31,5
device28<->device25,5
device25<->device28,5
device43<->device38,5
device16<->device7,5
device30<->device19,5
device16<->device5,5
device17<->device19,5
device3<->device15,5
device20<->device18,5
device13<->device10,5
device15<->device14,5
device37<->device47,5
device28<->device23,5
device6<->device0,5
device10<->device2,5
device31<->device22,5
device4<->device13,5
device8<->device6,5
device20<->device17,5
device31<->device33,5
device22<->device21,5
device35<->device48,5
device40<->device43,5
device26<->device30,4
device25<->device20,4
device45<->device39,4
device27<->device21,4
device48<->device35,4
device17<->device22,4
device24<->device33,4
device33<->device21,4
device23<->device26,4
device36<->device34,4
device9<->device1,4
device16<->device15,4
device3<->device14,4
device7<->device13,4
device26<->device24,4
device11<->device8,4
device41<->device38,4
device11<->device7,4
device13<->device0,4
device13<->device16,4
device28<->device19,4
device41<->device42,4
device20<->device21,4
device0<->device8,4
device29<->device25,4
device24<->device30,4
device0<->device4,4
device15<->device4,4
device28<->device27,4
device2<->device5,4
device9<->device12,4
device43<->device34,4
device20<->device26,4
device22<->device18,4
device14<->device15,4
device4<->device3,4
device35<->device37,4
device46<->device41,4
device8<->device11,4
device1<->device12,4
device9<->device15,4
device3<->device1,4
device23<->device18,3
device47<->device42,3
device29<->device26,3
device19<->device26,3
device30<->device31,3
device21<->device31,3
device24<->device21,3
device17<->device28,3
device20<->device28,3
device21<->device28,3
device14<->device5,3
device28<->device29,3
device16<->device1,3
device6<->device14,2
device23<->device24,2
device10<->device5,2
device6<->device7,2
device11<->device12,2
device49<->device41,2
device19<->device22,2
device33<->device22,2
device27<->device30,2
device36<->device42,1
device3<->device11,1
